group_id,member_track_ids,size,child_present,coverage,majority_class,weighted_cascade,kmodes,window_start_s,window_end_s
1,[248],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,105.0,135.0
2,[272],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,105.0,135.0
3,[212],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,105.0,135.0
4,[258],1,False,1.0,Neutral-Fallback,Formal-Adult,Neutral-Fallback,105.0,135.0
5,[251],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,105.0,135.0
6,[252],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,105.0,135.0
7,[271],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,105.0,135.0
8,"[208, 211]",2,False,1.0,Casual-Adult,Neutral-Fallback,Casual-Adult,105.0,135.0
9,"[210, 218]",2,True,1.0,Neutral-Fallback,Family/Child-safe,Family/Child-safe,105.0,135.0
10,[276],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,105.0,135.0
11,[253],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,105.0,135.0
12,"[278, 285]",2,False,1.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,105.0,135.0
13,[284],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,105.0,135.0
14,"[269, 282]",2,False,1.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,105.0,135.0
15,[209],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,105.0,135.0
16,[295],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,105.0,135.0
17,[249],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,105.0,135.0
18,[293],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,105.0,135.0
19,[255],1,False,1.0,Casual-Adult,Casual-Adult,Neutral-Fallback,105.0,135.0
20,[239],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,105.0,135.0
21,[259],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,105.0,135.0
0,[292],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,120.0,150.0
1,[298],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,120.0,150.0
2,[322],1,False,1.0,Teen/Sportswear,Teen/Sportswear,Casual-Adult,120.0,150.0
3,[272],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,120.0,150.0
4,[308],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,120.0,150.0
5,[316],1,False,1.0,Casual-Adult,Casual-Adult,Neutral-Fallback,120.0,150.0
6,"[317, 318, 319]",3,False,1.0,Casual-Adult,Neutral-Fallback,Casual-Adult,120.0,150.0
7,[271],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,120.0,150.0
8,[305],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,120.0,150.0
9,[276],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,120.0,150.0
10,"[278, 285]",2,False,1.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,120.0,150.0
11,[284],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,120.0,150.0
12,[297],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,120.0,150.0
13,"[269, 282]",2,False,1.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,120.0,150.0
14,[295],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,120.0,150.0
15,"[208, 209, 211, 301, 310]",5,False,1.0,Casual-Adult,Neutral-Fallback,Casual-Adult,120.0,150.0
16,[306],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,120.0,150.0
17,[293],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,120.0,150.0
18,[239],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,120.0,150.0
19,[309],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,120.0,150.0
20,[304],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,120.0,150.0
21,[313],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,120.0,150.0
0,[322],1,False,1.0,Teen/Sportswear,Teen/Sportswear,Casual-Adult,135.0,165.0
1,[298],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,135.0,165.0
2,"[318, 319]",2,False,1.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,135.0,165.0
3,[308],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,135.0,165.0
4,[316],1,False,1.0,Casual-Adult,Casual-Adult,Neutral-Fallback,135.0,165.0
5,[341],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,135.0,165.0
6,"[208, 209, 301, 310]",4,False,1.0,Casual-Adult,Teen/Sportswear,Casual-Adult,135.0,165.0
7,[338],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,135.0,165.0
8,[305],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,135.0,165.0
9,"[326, 330]",2,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,135.0,165.0
10,[340],1,True,1.0,Neutral-Fallback,Family/Child-safe,Family/Child-safe,135.0,165.0
11,[336],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,135.0,165.0
12,[333],1,False,1.0,Neutral-Fallback,Formal-Adult,Neutral-Fallback,135.0,165.0
13,[297],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,135.0,165.0
14,[317],1,False,1.0,Casual-Adult,Teen/Sportswear,Casual-Adult,135.0,165.0
15,"[269, 282]",2,False,1.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,135.0,165.0
16,[335],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,135.0,165.0
17,[331],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,135.0,165.0
18,[306],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,135.0,165.0
19,[304],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,135.0,165.0
20,[339],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,135.0,165.0
21,[309],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,135.0,165.0
22,[334],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,135.0,165.0
23,[327],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,135.0,165.0
24,[313],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,135.0,165.0
0,[344],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,150.0,180.0
1,[335],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,150.0,180.0
2,[317],1,False,1.0,Casual-Adult,Teen/Sportswear,Casual-Adult,150.0,180.0
3,[331],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,150.0,180.0
4,[336],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,150.0,180.0
5,[340],1,True,1.0,Neutral-Fallback,Family/Child-safe,Family/Child-safe,150.0,180.0
6,[338],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,150.0,180.0
7,"[318, 319]",2,False,1.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,150.0,180.0
8,[348],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,150.0,180.0
9,[349],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,150.0,180.0
10,[333],1,False,1.0,Neutral-Fallback,Formal-Adult,Neutral-Fallback,150.0,180.0
11,[346],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,150.0,180.0
12,"[326, 330]",2,False,1.0,Neutral-Fallback,Casual-Adult,Casual-Adult,150.0,180.0
13,[339],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,150.0,180.0
14,[341],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,150.0,180.0
15,[343],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,150.0,180.0
16,[334],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,150.0,180.0
17,[327],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,150.0,180.0
0,[344],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,165.0,195.0
1,[367],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,165.0,195.0
2,[336],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,165.0,195.0
3,[349],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,165.0,195.0
4,[351],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,165.0,195.0
5,[348],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,165.0,195.0
6,[360],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,165.0,195.0
7,[346],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,165.0,195.0
8,"[318, 319, 326, 330, 361, 366]",6,False,1.0,Neutral-Fallback,Casual-Adult,Casual-Adult,165.0,195.0
9,[357],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,165.0,195.0
10,[339],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,165.0,195.0
11,[359],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,165.0,195.0
12,[368],1,False,1.0,Casual-Adult,Teen/Sportswear,Casual-Adult,165.0,195.0
13,[362],1,False,1.0,Casual-Adult,Teen/Sportswear,Casual-Adult,165.0,195.0
14,[343],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,165.0,195.0
15,[317],1,False,1.0,Casual-Adult,Teen/Sportswear,Casual-Adult,165.0,195.0
0,[385],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,180.0,210.0
1,[360],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,180.0,210.0
2,[380],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,180.0,210.0
3,"[318, 319, 326, 330, 361, 366]",6,False,1.0,Neutral-Fallback,Formal-Adult,Casual-Adult,180.0,210.0
4,[362],1,False,1.0,Casual-Adult,Teen/Sportswear,Casual-Adult,180.0,210.0
5,[359],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,180.0,210.0
6,[384],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,180.0,210.0
7,[372],1,False,1.0,Neutral-Fallback,Formal-Adult,Neutral-Fallback,180.0,210.0
8,"[375, 383]",2,True,1.0,Neutral-Fallback,Family/Child-safe,Family/Child-safe,180.0,210.0
9,[374],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,180.0,210.0
10,[336],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,180.0,210.0
11,[351],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,180.0,210.0
12,[381],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,180.0,210.0
13,[377],1,False,1.0,Neutral-Fallback,Formal-Adult,Casual-Adult,180.0,210.0
14,[373],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,180.0,210.0
15,[317],1,False,1.0,Casual-Adult,Teen/Sportswear,Casual-Adult,180.0,210.0
16,[367],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,180.0,210.0
17,[357],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,180.0,210.0
18,[371],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,180.0,210.0
19,[339],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,180.0,210.0
20,[368],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,180.0,210.0
0,[396],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,195.0,225.0
1,[385],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,195.0,225.0
2,[389],1,False,1.0,Casual-Adult,Teen/Sportswear,Casual-Adult,195.0,225.0
3,[403],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,195.0,225.0
4,[405],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,195.0,225.0
5,[404],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,195.0,225.0
6,[366],1,False,1.0,Neutral-Fallback,Formal-Adult,Casual-Adult,195.0,225.0
7,[380],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,195.0,225.0
8,[391],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Casual-Adult,195.0,225.0
9,[406],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,195.0,225.0
10,[362],1,False,1.0,Casual-Adult,Teen/Sportswear,Casual-Adult,195.0,225.0
11,[390],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,195.0,225.0
12,[384],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,195.0,225.0
13,[415],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,195.0,225.0
14,[372],1,False,1.0,Neutral-Fallback,Formal-Adult,Neutral-Fallback,195.0,225.0
15,[411],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,195.0,225.0
16,"[326, 330]",2,False,1.0,Neutral-Fallback,Formal-Adult,Casual-Adult,195.0,225.0
17,[374],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,195.0,225.0
18,[388],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,195.0,225.0
19,[351],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,195.0,225.0
20,[394],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,195.0,225.0
21,[381],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,195.0,225.0
22,[377],1,False,1.0,Neutral-Fallback,Formal-Adult,Casual-Adult,195.0,225.0
23,[397],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,195.0,225.0
24,"[339, 375, 383]",3,True,1.0,Neutral-Fallback,Family/Child-safe,Family/Child-safe,195.0,225.0
25,[401],1,True,1.0,Casual-Adult,Family/Child-safe,Family/Child-safe,195.0,225.0
26,[373],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,195.0,225.0
27,[367],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,195.0,225.0
28,[412],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,195.0,225.0
29,[371],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,195.0,225.0
30,[368],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,195.0,225.0
31,[409],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,195.0,225.0
0,[396],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,210.0,240.0
1,[385],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,210.0,240.0
2,[389],1,False,1.0,Casual-Adult,Teen/Sportswear,Casual-Adult,210.0,240.0
3,[403],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,210.0,240.0
4,[405],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,210.0,240.0
5,[421],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,210.0,240.0
6,[404],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,210.0,240.0
7,[427],1,False,1.0,Neutral-Fallback,Formal-Adult,Neutral-Fallback,210.0,240.0
8,[391],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Casual-Adult,210.0,240.0
9,[406],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,210.0,240.0
10,[390],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,210.0,240.0
11,[415],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,210.0,240.0
12,[430],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,210.0,240.0
13,[411],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,210.0,240.0
14,"[326, 330]",2,False,1.0,Neutral-Fallback,Formal-Adult,Casual-Adult,210.0,240.0
15,[388],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,210.0,240.0
16,[418],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,210.0,240.0
17,[351],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,210.0,240.0
18,[394],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,210.0,240.0
19,[423],1,False,1.0,Neutral-Fallback,Formal-Adult,Neutral-Fallback,210.0,240.0
20,[397],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,210.0,240.0
21,"[339, 375, 383]",3,True,1.0,Neutral-Fallback,Family/Child-safe,Family/Child-safe,210.0,240.0
22,[401],1,True,1.0,Casual-Adult,Family/Child-safe,Family/Child-safe,210.0,240.0
23,[424],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,210.0,240.0
24,[412],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,210.0,240.0
25,[409],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,210.0,240.0
0,[403],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,225.0,255.0
1,[405],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,225.0,255.0
2,[421],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,225.0,255.0
3,[434],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,225.0,255.0
4,[450],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,225.0,255.0
5,[445],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,225.0,255.0
6,[432],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,225.0,255.0
7,[452],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,225.0,255.0
8,"[326, 330, 339]",3,False,1.0,Neutral-Fallback,Formal-Adult,Casual-Adult,225.0,255.0
9,[415],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,225.0,255.0
10,[430],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,225.0,255.0
11,"[375, 383]",2,True,1.0,Neutral-Fallback,Family/Child-safe,Family/Child-safe,225.0,255.0
12,[439],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,225.0,255.0
13,[438],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,225.0,255.0
14,[448],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,225.0,255.0
15,[418],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,225.0,255.0
16,[423],1,False,1.0,Neutral-Fallback,Formal-Adult,Neutral-Fallback,225.0,255.0
17,[447],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,225.0,255.0
18,[451],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,225.0,255.0
19,[431],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,225.0,255.0
20,[424],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,225.0,255.0
21,"[427, 437]",2,False,1.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,225.0,255.0
22,[449],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,225.0,255.0
0,[434],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,240.0,270.0
1,[464],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,240.0,270.0
2,[450],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,240.0,270.0
3,[474],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,240.0,270.0
4,[445],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,240.0,270.0
5,[432],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,240.0,270.0
6,[452],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,240.0,270.0
7,[481],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,240.0,270.0
8,[468],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,240.0,270.0
9,[493],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,240.0,270.0
10,[439],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,240.0,270.0
11,[438],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,240.0,270.0
12,[463],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,240.0,270.0
13,[448],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,240.0,270.0
14,[500],1,False,1.0,Neutral-Fallback,Formal-Adult,Neutral-Fallback,240.0,270.0
15,[494],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Casual-Adult,240.0,270.0
16,[457],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,240.0,270.0
17,"[471, 480]",2,False,1.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,240.0,270.0
18,"[326, 330, 339, 453, 465]",5,False,1.0,Neutral-Fallback,Neutral-Fallback,Casual-Adult,240.0,270.0
19,[486],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,240.0,270.0
20,[482],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,240.0,270.0
21,[473],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,240.0,270.0
22,[483],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,240.0,270.0
23,[447],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,240.0,270.0
24,[455],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,240.0,270.0
25,[462],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,240.0,270.0
26,[489],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,240.0,270.0
27,[461],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,240.0,270.0
28,[466],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,240.0,270.0
29,[475],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,240.0,270.0
30,[451],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,240.0,270.0
31,"[476, 478, 479]",3,False,1.0,Casual-Adult,Casual-Adult,Neutral-Fallback,240.0,270.0
32,[492],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,240.0,270.0
33,[431],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,240.0,270.0
34,[456],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,240.0,270.0
35,[491],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,240.0,270.0
36,"[427, 437]",2,False,1.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,240.0,270.0
37,[470],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,240.0,270.0
38,[449],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,240.0,270.0
39,"[469, 477]",2,False,1.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,240.0,270.0
40,[490],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,240.0,270.0
0,[515],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,255.0,285.0
1,[550],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,255.0,285.0
2,[464],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,255.0,285.0
3,[530],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,255.0,285.0
4,[474],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,255.0,285.0
5,[509],1,True,1.0,Neutral-Fallback,Family/Child-safe,Family/Child-safe,255.0,285.0
6,"[510, 513, 522]",3,False,1.0,Neutral-Fallback,Formal-Adult,Neutral-Fallback,255.0,285.0
7,[521],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,255.0,285.0
8,[539],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,255.0,285.0
9,[536],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,255.0,285.0
10,[481],1,False,1.0,Casual-Adult,Teen/Sportswear,Casual-Adult,255.0,285.0
11,[512],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,255.0,285.0
12,[543],1,True,1.0,Neutral-Fallback,Family/Child-safe,Family/Child-safe,255.0,285.0
13,[468],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,255.0,285.0
14,[538],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,255.0,285.0
15,[551],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Casual-Adult,255.0,285.0
16,[523],1,True,1.0,Neutral-Fallback,Family/Child-safe,Family/Child-safe,255.0,285.0
17,[493],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,255.0,285.0
18,[520],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,255.0,285.0
19,[508],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,255.0,285.0
20,[537],1,True,1.0,Neutral-Fallback,Family/Child-safe,Family/Child-safe,255.0,285.0
21,[463],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,255.0,285.0
22,[505],1,False,1.0,Neutral-Fallback,Formal-Adult,Casual-Adult,255.0,285.0
23,[500],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,255.0,285.0
24,[457],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,255.0,285.0
25,"[471, 480]",2,False,1.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,255.0,285.0
26,[524],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,255.0,285.0
27,[486],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,255.0,285.0
28,[545],1,False,1.0,Casual-Adult,Casual-Adult,Casual-Adult,255.0,285.0
29,[482],1,False,1.0,Neutral-Fallback,Teen/Sportswear,Neutral-Fallback,255.0,285.0
30,[514],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,255.0,285.0
31,"[326, 339, 453, 465]",4,False,1.0,Neutral-Fallback,Teen/Sportswear,Casual-Adult,255.0,285.0
32,[473],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,255.0,285.0
33,[483],1,False,0.0,Neutral-Fallback,Neutral-Fallback,Neutral-Fallback,255.0,285.0
