track_id,has_attributes,Gender,Age,Body size,Viewpoint,Upper-body clothing,Lower-body clothing,Footwear,Head and accessories::Bald,Head and accessories::Long hair,Head and accessories::Black hair,Head and accessories::Hat,Head and accessories::Glasses,Head and accessories::Mask,Head and accessories::Helmet,Head and accessories::Scarf,Head and accessories::Gloves,Bags and carried objects::Backpack,Bags and carried objects::Shoulder bag,Bags and carried objects::Handbag,Bags and carried objects::Plastic bag,Bags and carried objects::Paper bag,Bags and carried objects::Suitcase,Bags and carried objects::Others,Activity::Making a phone call,Activity::Smoking,Activity::Hands behind back,Activity::Arms crossed,Posture and Movement::Walking,Posture and Movement::Running,Posture and Movement::Standing,Posture and Movement::Riding a bicycle,Posture and Movement::Riding an scooter,Posture and Movement::Riding a skateboard,cluster
506,True,Male/Unknown,Adult,Normal,Back,Short sleeves,Shorts,Casual shoes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
508,True,Female,Adult,Normal,Unknown,Short sleeves,Trousers,Unknown,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5
509,True,Male/Unknown,Child,Normal,Back,Short sleeves,Shorts,Sandals,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
510,True,Male/Unknown,Adult,Normal,Back,Short sleeves,Shorts,Casual shoes,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
513,True,Male/Unknown,Adult,Normal,Back,Long sleeves,Dress,Casual shoes,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
515,True,Female,Adult,Normal,Front,Short sleeves,Trousers,Casual shoes,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2
518,True,Male/Unknown,Adult,Normal,Back,Short sleeves,Shorts,Sandals,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
520,True,Female,Adult,Normal,Front,Short sleeves,Trousers,Casual shoes,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2
521,True,Female,Adult,Normal,Back,Long sleeves,Trousers,Casual shoes,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
522,True,Female,Adult,Normal,Back,Long sleeves,Dress,Casual shoes,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2
523,True,Male/Unknown,Child,Normal,Front,Short sleeves,Shorts,Sandals,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,1
526,True,Male/Unknown,Adult,Normal,Side,Short sleeves,Unknown,Unknown,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
530,True,Female,Adult,Normal,Unknown,Long sleeves,Trousers,Casual shoes,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
533,True,Male/Unknown,Adult,Normal,Front,Short sleeves,Shorts,Casual shoes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
537,True,Male/Unknown,Adult,Normal,Front,Short sleeves,Shorts,Casual shoes,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
538,True,Male/Unknown,Adult,Normal,Front,Long sleeves,Trousers,Casual shoes,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0
539,True,Male/Unknown,Adult,Normal,Back,Long sleeves,Unknown,Unknown,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
543,True,Male/Unknown,Child,Normal,Back,Short sleeves,Shorts,Casual shoes,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
544,True,Male/Unknown,Adult,Normal,Front,Short sleeves,Trousers,Casual shoes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
545,True,Male/Unknown,Adult,Normal,Back,Long sleeves,Trousers,Unknown,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
546,True,Male/Unknown,Adult,Normal,Back,Long sleeves,Trousers,Casual shoes,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
548,True,Female,Adult,Normal,Front,Unknown,Trousers,Casual shoes,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2
550,True,Female,Adult,Normal,Back,Long sleeves,Trousers,Casual shoes,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
551,True,Female,Adult,Normal,Side,Short sleeves,Trousers,Casual shoes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
556,True,Female,Adult,Normal,Unknown,Short sleeves,Trousers,Sandals,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
559,True,Male/Unknown,Adult,Normal,Side,Short sleeves,Shorts,Sandals,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,1
561,True,Male/Unknown,Adult,Normal,Back,Short sleeves,Shorts,Casual shoes,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
563,True,Male/Unknown,Adult,Normal,Back,Long sleeves,Trousers,Casual shoes,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
565,True,Male/Unknown,Adult,Normal,Front,Long sleeves,Unknown,Unknown,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
566,True,Male/Unknown,Adult,Normal,Back,Short sleeves,Shorts,Unknown,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
568,True,Male/Unknown,Adult,Normal,Back,Short sleeves,Shorts,Casual shoes,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
569,True,Male/Unknown,Adult,Normal,Back,Short sleeves,Trousers,Unknown,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
572,True,Female,Adult,Normal,Front,Long sleeves,Unknown,Unknown,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
573,True,Female,Adult,Normal,Front,Long sleeves,Trousers,Casual shoes,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
582,True,Female,Adult,Normal,Side,Vest,Trousers,Unknown,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
583,True,Male/Unknown,Adult,Normal,Side,Long sleeves,Trousers,Casual shoes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
585,True,Female,Adult,Normal,Back,Short sleeves,Trousers,Unknown,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
590,True,Female,Adult,Normal,Back,Short sleeves,Shorts,Casual shoes,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,1
593,True,Female,Adult,Normal,Front,Long sleeves,Trousers,Unknown,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
